Predicted labels before feature engineering,Predicted labels after feature engineering,No of new features,feature_36,feature_44,feature_60,feature_102,feature_113,feature_117,feature_143,feature_178,feature_201,feature_209,feature_219,feature_233
0,0,,-3.614067316,0.728601933,0.931217551,-1.723112583,2.533199787,-0.103906095,-1.704354286,-1.356856227,0.123803951,2.346752644,-3.582100391,-0.766085327
0,0,,-2.777291298,-0.002362467,1.044188619,-3.926357269,0.339352071,2.242484093,-2.649231434,-2.593343735,-0.842250288,2.149373055,-3.343523741,-3.898810863
0,0,,-1.794164658,-0.171244279,0.84174633,-1.703238487,0.240019038,1.803041101,-2.166201115,-0.526371181,0.084179632,1.806077242,-2.761545897,-2.311753273
0,0,,-2.19876647,0.855152369,0.253616214,-0.316246241,2.672045946,3.519424438,-3.490558386,-1.906327844,1.633832097,1.160158277,-3.811911106,-3.062501907
1,1,,-1.486563444,-1.408124089,1.007862926,-1.596712112,-0.766541064,-2.241838694,1.067997694,-0.80140698,0.509571791,1.073117495,-1.835868359,1.045424581
1,1,,0.513974667,-1.836119533,-0.828518391,-2.892810822,-0.672103167,0.583650172,-0.596377611,-0.372095376,-0.358957618,1.897410035,-0.654999793,0.331633091
1,1,,2.664466619,-2.652181864,-1.60633862,-0.225363806,-2.765177727,-0.176160991,2.929569006,-0.274833947,-1.768363953,0.408361882,-0.353062481,2.595139503
1,1,,0.65745455,-0.879653037,-0.745967388,-0.789109588,-3.684766531,-0.481175959,1.790167212,-0.22645773,0.193083376,0.813600898,-1.452574492,1.672700405
1,1,,-0.36338526,-0.929302096,-0.328139067,-1.795960903,-1.023599267,-0.647025645,0.142696276,-1.121576548,-0.49148795,0.797534823,-2.41451335,0.576789021
1,1,,1.540046811,-1.265989304,-0.973865867,0.268911719,-1.572447538,-0.57185632,0.330210805,0.635971367,-0.172942594,0.468500793,-0.124605089,2.339385748
1,1,,1.931629419,-1.007516742,-2.163777351,-1.018407106,-1.045002699,0.681790709,-0.475162923,-0.814486265,-1.124581099,1.144207716,-0.453305334,2.195563078
1,1,,-0.372422367,-2.571152687,-1.055887938,-0.903893352,-2.745120525,-1.746492147,1.629891753,-1.893063426,0.204179868,-0.362692833,-1.480220079,0.960197091
1,1,,1.257368684,-1.749723792,-2.659210205,-0.600003958,-1.951726437,0.036476169,1.038156152,-1.537733436,-1.89799583,1.86801517,-1.152549982,2.452112675
1,1,,2.196356773,-1.827337146,-2.596397161,-0.572564244,-1.303560495,-0.518084645,1.610760212,-3.527657509,-0.619793952,0.449673176,0.64338249,1.359091163
1,1,,2.533410072,-1.537658691,-1.970752954,-0.502002776,-1.474871874,-2.079904079,0.654972613,-2.112883568,0.787841916,-0.009901894,0.975805581,2.2333498
1,1,,2.103149176,-2.162510395,-2.319696665,-0.116822243,-3.865279436,-0.88280499,1.151964545,0.041350491,-0.825824082,0.780154228,-1.017586708,0.35086441
1,1,,3.223923922,-2.448879719,-2.480872631,0.251787066,-2.630829811,-0.135673076,0.966328263,0.039628625,-0.840143204,0.105538577,-0.335571229,1.10936451
1,1,,1.03696239,-1.488061309,-1.665531516,-1.60530293,-1.783409357,-0.665479124,0.45946309,0.029763687,0.364321619,1.40838778,-1.013202429,3.144983292
1,1,,4.639641762,-2.256447315,-1.670255899,1.85374999,-2.372960806,-0.696034968,0.565922737,0.036524512,0.658871114,0.053626776,-1.684827805,0.781551182
1,1,,-0.534634471,-0.432950288,-0.147757635,-3.48081851,-0.900267661,-1.091174006,0.913571954,-1.045500278,-0.003360766,1.592032313,-1.223471045,0.576480627
1,1,,0.401344508,-1.50158155,-0.472003043,-1.351023912,1.942609787,-0.102744944,1.758524656,1.787935615,0.459099591,1.240082383,-0.007572873,2.183467627
1,1,,1.120857477,-1.346589923,0.183068544,-0.582711577,0.893753409,-0.690435886,0.9169572,1.813396454,0.949194491,0.219063491,-0.388059616,0.48592031
1,1,,0.043755341,-0.75183171,-0.170762584,-0.871759176,1.261051416,0.281185269,-0.198455945,2.161523581,1.986396909,1.096342325,-1.073290229,2.035721064
1,1,,1.428158641,-2.126936674,0.015945857,-0.891475976,2.207029104,0.157639429,1.599742174,0.797568977,2.487380028,0.889898956,0.568839729,1.37558949
1,1,,0.819498062,-1.254525185,-0.311908275,-1.300555229,-0.298976302,0.14137575,0.505043268,0.271142244,0.848969877,0.130973876,-0.564369798,1.80970037
1,1,,1.226194024,-2.261736155,-0.719223082,-1.002174854,1.696406126,-0.066187158,1.128291726,-0.177185237,1.705714822,1.039169669,-0.719228089,1.686136246
1,1,,2.23813343,-3.806633472,-1.048448443,-0.283245832,-1.241317987,-1.078327656,0.20255205,1.484803796,1.050251007,-1.146491528,0.708428204,1.222816706
1,1,,0.229752392,-2.26087451,-0.239393756,-0.279019088,1.943236828,0.618563354,0.482560426,-0.207840279,1.104485512,1.366946816,1.284794331,0.791758895
1,1,,0.464359373,-1.822357535,-0.898047388,-0.898536563,-0.741093636,-0.704539239,1.186794281,-1.472178102,0.153547838,-0.601540685,-0.446578979,2.018102407
1,1,,0.001394552,-2.062978268,-0.026136717,0.176224262,-1.209222078,-0.03032244,2.039780855,1.537551761,1.678697467,-0.518219531,-0.455343932,-0.228679851
1,1,,1.431828976,-2.368616343,0.219414726,1.545945883,1.951684117,0.451542795,1.629215598,-0.768170416,2.597963095,-0.675180912,1.405296803,0.086885221
1,1,,1.920681953,-2.063979626,0.454211831,0.180227667,-1.632978678,1.186820745,2.750906467,2.275116444,-0.036694963,0.721565068,1.567643404,0.33978489
0,0,,-2.196311712,-0.553382695,0.789717078,-2.771206141,-0.428614974,1.891950607,0.350799561,-3.514710426,-2.486247063,2.055521011,-2.214428186,-4.863213539
0,0,,-1.257321954,1.350953698,0.974458456,-2.516919851,0.894950151,3.286123753,-1.2762357,-2.762442112,-2.876577616,1.191641212,-2.711142063,-4.457874298
0,0,,-1.578533649,1.317314982,1.196131349,-2.549077272,0.416365892,3.135316133,0.571389437,-4.210089207,-2.633388758,2.433360577,-1.54754591,-4.461553574
0,0,,-3.07768178,0.357859105,1.109536767,-3.874798059,0.414996803,-1.061060309,0.502244174,-3.909471512,-0.613009095,3.56344676,-2.805108309,-0.44626075
0,0,,-1.127661467,1.71921432,-1.314538002,-2.480793953,2.31230998,2.314517975,-1.512525439,-3.932480812,-2.742796898,2.340379,-1.829436064,-4.901068687
0,0,,-2.94114995,0.646374881,0.152939796,-2.265511036,1.995150805,2.867521524,-1.153568268,-3.744666338,-3.794377565,3.391653538,-2.326083899,-5.635037422
0,0,,-2.019230127,1.299627781,0.828982949,-2.738276482,1.573834062,1.076596856,1.023154259,-2.002091408,-1.648840427,4.554060459,-1.925216794,-1.846645355
0,0,,-0.424557865,1.589802027,-1.260106444,-3.085073948,1.85413909,3.264773607,-1.316776752,-4.817109108,-2.593181849,1.676925898,-0.387475818,-4.514352322
0,0,,-0.343097419,1.716851592,0.275895387,-2.617840052,1.402273774,1.338064551,-0.712486148,-4.237864971,-2.663580418,0.868561268,-3.087700605,-4.271199226
0,0,,-0.89296478,2.513317108,-0.608165801,-3.971293211,1.439103246,2.725210905,-1.761625409,-5.116463661,-4.048671246,2.587376833,-1.287013769,-5.70925808
0,0,,-2.950702429,0.598245442,1.834840894,-2.670046806,-0.568391085,1.885400176,-0.159328282,-3.3783319,-3.502676725,0.709324479,-2.333286285,-7.36274004
1,1,,0.620550454,-1.192536116,-2.030211926,-0.438533157,-0.017588425,-0.011282921,-1.248057961,-1.823029637,-0.745158315,1.070613861,-1.749139667,0.403303921
1,1,,1.841032267,-1.117678523,-2.279803514,-1.062144995,0.667164743,0.053198535,-0.287145078,-3.78418684,-0.887145758,0.370841503,0.863931179,1.235033751
1,1,,0.530786097,-2.185539246,-1.807959318,-1.071714163,-1.189458251,0.182026863,0.84562546,1.869595885,-0.658597648,1.023106456,-0.556278229,2.228343248
1,1,,0.177807391,-1.986582994,-2.19296813,0.041745365,-0.930164218,-0.924978256,-1.407041192,-0.0340157,0.564789891,0.950072944,-0.467284262,2.076852322
1,1,,1.155426383,-1.968993425,-1.843756795,-0.717648506,0.102554031,-1.598084331,0.266382784,-3.099676132,-0.518454075,-0.42041868,-0.256015539,1.03243804
1,1,,1.709258795,-0.925628245,-3.156529188,-0.4066737,0.941629469,1.336261868,-0.334606647,-3.787517309,-0.769876659,1.190315247,0.449954003,-0.786482811
1,1,,0.349344313,-0.489049733,-1.235715985,-2.22248745,0.532079279,-0.254548758,1.215504885,-1.800202131,-0.09218362,0.946320415,0.414889902,2.142537832
1,1,,0.128083751,-0.775364876,-1.4025383,-0.776168704,-1.178202629,-1.349583507,-1.28008759,-2.92637372,-2.551952362,-0.887283146,-1.311995625,-1.918906569
1,1,,-0.046202198,-1.589956999,-0.813569129,-0.173314899,-1.022103071,-0.721363842,0.285969079,-2.401594877,-1.379580021,-0.501877904,-0.063258156,-0.353044629
1,1,,-0.124182746,-1.808443546,-0.426594257,-1.134510517,0.27974537,0.551444352,-0.840936124,-1.431176662,-0.103980608,0.480004251,-1.899738193,-0.495921612
1,1,,0.791394055,-3.080617428,1.18479538,0.458936155,-0.434917599,-2.695170879,2.360185623,1.748622537,0.444876522,1.885674834,1.340428352,-0.042706899
1,1,,2.234972239,-2.675596476,-0.069961332,-0.005108617,-1.586082101,-1.426823854,1.612502337,-0.825687468,-0.748695552,1.027997613,1.899308085,1.316146374
1,1,,0.640491188,-2.637114763,-0.593051732,-0.921013713,0.495351344,-1.443935037,1.32086885,-1.355959654,2.614810705,-1.083521605,-0.031811409,0.178067774
1,1,,0.166408822,-1.380723357,0.250346035,-0.556959331,-0.004850013,-1.288617253,1.512475848,0.362480253,1.750736833,-0.60743469,0.21341975,1.095182061
1,1,,0.039574638,-1.93572557,-0.08184199,0.943643391,1.972313523,-1.271361589,1.449864984,3.316231012,1.174229503,0.319972485,1.50567019,2.855123997
1,1,,1.38031137,-1.464729667,-0.427242577,-1.691770911,1.720660567,-1.997037172,1.715093255,0.425960392,-0.07080254,0.873014569,0.821145058,0.737260103
1,1,,1.913832903,-2.331447363,-0.743844986,0.979606152,-0.684272707,-0.919388413,1.678263187,-1.393339515,-1.247644186,0.306554765,0.451431513,0.875946343
1,1,,0.228529736,-1.967957854,0.502340794,-1.470174074,-0.612024188,-1.354346275,1.998244524,0.743457615,-1.240022898,1.630254745,1.364485741,0.791627347
1,1,,-1.238090634,-3.462202311,-1.220727444,-1.718411446,0.319212794,-1.404268026,0.715918779,-0.378433347,1.893802166,0.21214132,-0.14639473,0.80081445
1,1,,0.306174487,-2.319174528,-1.313096762,-0.205543578,1.858266473,-0.454024851,0.688619077,3.785564899,0.681470454,1.149439692,0.918856025,2.488244534
1,1,,-0.336621761,-3.956811428,0.40639028,-1.929195046,-0.957132339,-2.729441166,2.927674532,1.327914,0.444536448,1.663482308,0.834112644,-0.443861872
1,1,,-0.033943374,-2.3922019,1.161349297,1.113063693,0.838885605,-1.411135435,1.799041629,2.903370857,0.359251022,-1.010612011,0.233455062,-0.503678441
1,1,,4.009683609,-3.294833183,-1.611514211,-0.158877745,-1.160143256,-0.421182901,0.565325618,0.03180417,1.298984885,0.958558202,1.570006132,0.791949153
1,1,,2.065758467,-2.093129635,-0.599614263,-0.24255991,-0.097025089,0.528374493,1.724018335,0.830649912,0.111184478,1.016298532,1.338143468,1.483579636
1,1,,1.227418303,-1.37226212,-0.623059392,-0.424687803,0.25877133,-0.23088634,-0.582434773,0.596463323,0.172221735,2.017621517,0.469129175,2.238213062
1,1,,-0.586731851,-4.366508484,-0.499728441,-1.661410332,-2.04770112,-3.123759508,1.875754237,1.113752604,0.7972036,1.719359636,1.286448956,0.651792288
1,1,,0.097011067,-2.905032873,-0.466738522,-0.962962806,-1.111003399,-2.09236598,2.263936281,0.415377587,1.330146432,0.583110213,0.874647379,0.425568402
1,1,,0.750988424,-2.800784111,-0.205356911,-2.359511852,-0.112480365,-1.902133346,1.528050423,-0.225848988,0.356952131,1.929087996,0.011743029,1.209872365
1,1,,0.804057062,-3.578220844,-1.189185739,0.235462546,-1.878653407,-0.3021667,1.246801376,-0.576279521,-0.269458681,1.134646416,-0.192551956,0.844995797
1,1,,2.349450588,-2.416362286,-0.036362708,0.255461216,0.067125946,-0.154363126,1.193377733,0.972740293,1.270502806,-0.063813433,2.295680523,1.352248311
1,0,,-0.397720456,1.378359795,-0.706861198,-1.290216446,2.770418644,0.78072834,-0.686439991,-3.074854612,-1.323128581,1.278122663,-2.127087593,-0.995469511
1,1,,0.243926913,-1.910166025,-0.463698477,-2.015759468,-1.958952188,-1.255919337,-0.341311634,0.210264519,0.150488496,2.448726177,-0.879705906,0.989759922
1,1,,-0.971163869,-3.823644876,-0.259495467,-2.041638374,0.133771047,-2.099099159,0.112688862,-1.20811069,2.560340881,0.698318243,1.20742178,-2.001048565
1,1,,1.064839959,-1.277258754,-1.925381899,-1.919929266,0.357489109,-0.943056107,1.064803362,-1.927830815,1.309325337,1.038146734,0.138024598,1.937263489
1,1,,1.242201447,-2.25116539,-3.601416111,0.296147048,-1.370103121,0.406413764,0.591021955,-2.598042011,0.137486786,1.100898623,-1.776711345,0.282478988
1,1,,2.126865149,-1.923356533,-1.554301143,-0.489574671,-1.938717484,-0.008928729,0.29700464,-0.117416136,1.276742697,1.612695217,-2.631435156,3.133756161
1,1,,-0.623305261,-2.933749914,-0.444503874,-2.460535049,-1.514329791,-0.724266529,1.970059872,-2.652230978,0.48876822,1.269442201,0.15295738,1.22080493
1,1,,2.463896275,-2.50312376,-3.188754797,-0.462911963,1.064809203,-1.361006975,1.511202812,-2.887257814,0.716059327,1.725517511,0.034840047,2.964276791
1,1,,-1.47758317,-1.506148219,-1.693208933,0.007660117,-0.282555729,0.118425742,-1.236722231,0.81008625,-0.034064226,2.036773443,-1.399916768,1.544857264
1,1,,1.159195185,-1.78615129,-0.471168131,-1.050747871,-1.133366227,0.264857501,0.984535754,-2.345917702,1.961813807,0.808554411,-1.686372399,-0.794115603
1,1,,-0.248826563,-1.605887771,-2.088115454,-0.572182477,0.78001827,0.06748683,-2.264127731,-3.039831877,-1.888841748,1.801390529,-1.839536905,-0.923209429
1,1,,-0.049687654,-1.075178862,-1.279854536,-2.561991215,0.241758361,-1.399356484,0.896512151,-2.260682106,-1.329611301,1.474602222,-1.433285952,1.196139812
1,1,,1.508001089,-1.039021611,-1.473741174,-2.482753992,-0.943261445,-0.944604099,1.946994662,-2.662147999,-2.260757208,2.743750811,-0.415609658,2.194370985
1,1,,1.339474797,-1.549871206,-2.230163336,-1.198701262,-1.292231679,-1.158646941,1.535679936,-1.913887858,0.074804239,0.660894811,0.096462153,2.87492156
1,1,,0.21716401,-0.585710883,-1.668677449,-0.460623235,0.053599466,-0.887167037,-0.77264905,-2.864908695,-0.939870358,0.819997013,-2.072250128,-0.214471966
1,1,,2.645750523,-0.126567468,-2.382817984,0.094081052,1.99310267,-0.888286412,-1.692618012,-3.471618176,-1.660061121,0.649152517,-0.173828125,0.488616377
1,1,,3.075987816,-2.333114624,-3.092451096,-0.329501033,0.415849477,-1.5736835,0.98696357,-2.269201756,0.817441106,1.170334339,-0.02179832,3.425093174
1,1,,-1.230378866,-0.750022769,0.706603944,-2.314774036,0.760927677,-1.461210728,-0.090688676,-1.487118006,1.119464993,1.390644312,-1.401340127,0.732426465
1,1,,1.002954006,-2.169937849,-2.169709921,-2.025679111,0.146140978,-0.674896002,-0.24976334,-0.466147035,1.125040889,1.830301404,-2.015532017,1.791282892
1,1,,1.527969837,-2.655428171,-2.285906315,-1.220882773,-0.983059764,-0.305888265,-0.339815408,-0.859703839,1.232160807,2.378283978,-1.262286305,3.178055286
1,1,,-1.596487403,-0.947103262,0.535507679,-2.859745741,-1.887936354,-2.993923664,1.138324857,0.248635575,2.354787111,0.139389068,-2.584836006,2.053827524
1,1,,1.109858632,-0.214921743,-2.847236872,-2.082787037,2.765268326,2.166965485,-1.400273561,-1.349174976,-1.826892853,2.010155678,-2.234130383,-0.016615272
1,1,,-1.00199008,-0.535829067,1.094501615,-1.553063512,0.792352498,-0.570265412,-1.125672102,-2.997621059,-0.895939469,0.352922171,-1.83946085,1.179418683
1,1,,-0.099719517,-1.943840265,-2.04419899,-2.338456631,-0.283282071,-0.919772446,-0.217519566,-1.221348047,-1.005371809,1.77980423,-1.767495513,2.225617647
1,1,,-0.046106558,-1.622869611,-0.555084586,-2.531113863,-0.008405144,-1.96563983,-0.219295353,-1.914155483,-0.700724959,1.307328701,-1.890880466,1.716585159
0,0,,-1.442946076,1.861946702,0.395902991,-2.046625853,3.955142021,1.594256759,-1.26729393,-2.556306839,-1.690366864,2.591783762,-2.04464674,-4.583695412
0,0,,-2.030533075,1.055358529,-0.157785743,-2.810256958,3.503798008,0.225488931,0.233361304,-3.819397688,-1.495024204,3.006831646,-0.381104529,-3.46497798
0,0,,-3.518733025,0.327376932,1.13291955,-1.218141079,2.326808214,0.729620457,-0.273396879,-2.383883715,-2.449059725,1.789831519,-2.596345186,-5.455867767
0,0,,-1.564534903,-0.424458385,-0.949533761,-3.936747074,3.015198231,0.79859519,-0.683101356,-3.377403021,-0.66309762,1.740510345,-1.272463918,-1.292192578
0,0,,-0.964862287,1.903282404,0.622838974,-1.945708156,3.638936996,1.822989583,-0.997206867,-3.868646145,-2.287350893,2.166800261,-1.641336083,-4.233866692
0,0,,-0.138498276,0.655338466,0.384444624,-2.036130905,1.101895571,-0.316626847,-1.905762911,-3.115746021,-0.683277488,0.896629155,-0.987736583,-3.491215467
0,0,,-2.972618818,1.311747432,1.87525177,-2.721407652,2.609135151,1.15062511,-0.377747387,-2.503687143,-1.26922214,2.599756479,-1.692428231,-5.44462347
0,0,,-1.657503605,1.170711994,0.764262974,-2.919646263,1.51415813,1.936937928,-0.269547731,-1.532549977,-2.9015553,2.988303661,-1.753749967,-1.928712249
0,0,,-2.951975107,0.364473194,0.086902961,-2.220617771,1.919743061,-0.955681145,-2.288847685,-3.580651283,-0.704298973,-0.091847576,-2.341650248,-4.349012375
0,0,,-3.746138334,0.473810285,0.088941857,-2.652708054,1.495956063,-0.236844465,-1.584463477,-2.132663727,-1.184365273,0.272431046,-2.551698446,-4.860230923
0,0,,-0.383142263,0.120981179,0.890646935,-2.818844318,2.409800291,0.913577616,-0.421645433,-0.617731571,-2.241054535,3.349684477,-1.031949043,-1.625621915
1,1,,2.514745951,-2.520248413,-1.346067905,-0.45624873,-1.135095,-1.534760833,0.575415671,-1.661049128,-0.429744691,0.524578035,0.658257842,2.078013897
1,1,,0.81299448,-1.561756492,-0.011838787,-0.873716533,0.966802299,-0.653153181,1.437803626,-0.794997692,0.718939066,1.589750648,0.233083248,1.093953848
1,1,,-0.540026724,-0.429824501,0.226635993,-1.756032109,1.726904035,-0.541363537,-0.132110566,-2.051431894,0.040338311,0.690786541,-0.853610933,0.668502808
1,1,,0.964631081,-1.051903725,0.54708612,-2.120666027,-0.141033307,-0.585540473,0.579263866,-2.461418867,-1.361673832,0.848509729,-0.524441123,0.314477026
1,1,,1.062749386,-3.669241428,1.627988219,-0.83681041,-1.651553392,-3.743849516,1.374583244,-0.010849809,2.755316019,0.913904011,3.016760349,2.632004023
1,1,,-0.063248098,-2.027356148,0.406796873,-0.345443189,-0.105823882,-1.763341069,0.517369092,1.237697482,0.429118454,0.47972855,-1.134242296,0.833442748
1,1,,1.384501219,-2.54719305,0.693964362,-0.571466148,-2.289453983,-2.304945946,0.183113441,-1.569994569,-1.363266945,0.497574657,-0.749513209,0.505769074
1,1,,-1.417214274,-4.880793095,0.721330047,-2.980013847,-0.782146752,-2.005954027,1.365629792,-1.136294127,2.452298641,0.968363583,-0.814054549,2.082847834
1,1,,1.778611779,-2.558936119,-1.987132668,-1.25172472,-1.824586511,-0.023483712,1.006836772,-1.13041997,-0.055181026,0.084042057,-0.645519435,2.166345358
1,1,,1.235720873,-1.686846018,-0.02978274,-1.305410981,-0.234918654,-1.084254742,0.773374021,-1.465166688,3.410714149,-0.494362354,-1.505805969,1.881775141
1,1,,1.262630224,-0.55635047,-0.970342219,-0.41439119,0.229810715,-0.178738937,0.428157955,-0.116729029,0.739562631,1.044034123,-1.453619242,2.454982042
1,1,,0.84275353,-1.613169074,1.09625566,0.317274541,-1.964115858,-0.069804363,2.398315907,0.147013173,2.096732378,0.082139559,-1.28969574,-0.106694147
1,1,,1.000227213,-1.893720031,-1.201027155,0.738543987,-0.671774805,-0.697705925,2.687777519,0.441201746,1.037570119,0.058487229,0.094872072,1.178910494
1,1,,0.516509831,-1.254949093,-0.143488958,-1.241699338,-2.736676693,-1.864047527,1.664140105,-1.33915925,0.229064345,0.212076887,1.535464883,1.547138572
1,1,,1.794963598,-0.959416211,-0.02197486,2.163925409,-0.036719244,1.519232988,1.298756123,-0.219226137,-0.702398717,1.24944675,0.834533453,-0.441444218
1,1,,-0.626530111,-1.732951641,0.65456146,-1.567065716,-0.91896379,-2.793330669,1.427293181,-1.163700581,0.221696898,0.38937518,-0.338310391,-0.814329863
1,1,,1.744286418,-2.301737309,-0.376270205,0.618863463,-3.741347313,0.016518677,3.446062088,-0.393216789,0.26725021,0.213100433,-1.122097254,0.232464373
1,1,,-1.116121292,-2.429280281,0.369218051,-1.88749516,-2.579010248,-3.395451784,1.281381249,-0.736368179,0.812567413,-0.150904149,-0.756244421,0.105626948
1,1,,0.898160517,-0.930788338,0.538055956,1.764137864,-0.548181593,0.844907224,1.320823431,1.831368804,0.409195423,0.53592068,-0.087143593,-0.227530718
1,1,,0.246420756,-2.059439898,-0.527749717,-1.291251063,-2.172486782,-2.374168634,0.479129255,-0.316302985,1.284404874,0.882031441,-0.240994483,1.015617728
1,1,,1.457607627,-1.575137138,-0.347270817,-0.532259583,-2.343019247,-1.315118551,0.815391481,-1.814508319,-1.492298126,1.078612089,-0.722860634,0.562677383
1,1,,0.938895285,-1.454806328,-0.900631249,0.564101219,-0.382898599,-1.755301595,-0.279494435,-4.075618267,-0.255360514,-0.242739752,-1.411984921,0.076764956
1,1,,1.4167732,-2.17630887,-2.290341377,0.260949463,-0.417123377,-0.84604913,0.586777091,-3.508208752,-0.719806075,1.324804902,0.612941384,0.84789741
1,1,,-0.331633031,-0.543681443,-1.040222764,-0.404187411,1.618126154,-1.007798433,-1.291929245,-2.92006135,0.277189821,0.398964137,-2.274540424,-2.041936874
1,1,,0.636817336,-1.582217336,-2.034903049,0.133080363,0.099038109,-0.307137042,-0.37700972,-2.268885136,-1.673237443,-0.197572976,-0.792518079,0.658814728
1,1,,1.741009951,-2.799210072,-0.070761412,-0.391617984,-2.197080851,-1.345959067,0.226510808,-1.879983068,-0.840850115,0.091809072,0.179642066,0.131219491
1,1,,1.465286493,-1.257572889,-0.793238282,-1.884907603,0.750870645,-1.469435215,1.507997274,-0.691033185,1.532474637,0.92740041,-0.043742079,2.694622755
1,1,,-0.212799713,-2.847700596,-0.901492774,-2.724130869,-0.688299835,-0.825415492,0.900544107,-2.170046329,-0.485534042,0.879658282,-0.323928863,-1.048369169
1,1,,2.165209532,-2.14300251,-1.737978578,0.461964726,-0.30929485,-1.17506969,0.53327018,-2.392359734,-0.411688626,0.595543265,0.119968548,1.424624801
1,1,,0.189143777,-1.985121131,-0.885892212,-1.646570206,-1.139301777,-0.311103374,0.674135387,-2.436990976,1.242235899,0.070899174,-0.909102619,-0.155283734
1,1,,-0.214768797,-0.526357472,0.432328492,-2.204016209,-0.120883256,-0.790585935,0.315435678,-0.393143207,-0.561402798,1.023553848,-2.194272995,0.099837705
1,1,,0.991357207,-2.135267496,-1.433142185,-1.767406106,0.666857779,-1.427799225,0.68675983,-1.826348305,1.694476008,1.539189577,-1.214623213,2.221082449
1,1,,0.24610211,-2.424485207,-0.537049651,-1.02364862,-0.103194602,-0.340619564,0.728638053,-1.99061799,0.237803787,1.862022996,-0.293013573,-0.456326455
1,1,,1.769132853,-3.967213154,-0.934862852,-1.240082264,-1.946507812,-1.512165427,1.311825156,-0.683661282,2.725815535,1.347812176,-0.380547673,2.742123842
