Predicted labels before feature engineering,Predicted labels after feature engineering,No of new features,feature_15,feature_24,feature_26,feature_30,feature_35,feature_36,feature_38,feature_44,feature_58,feature_60,feature_63,feature_93,feature_97,feature_99,feature_102,feature_113,feature_117,feature_128,feature_143,feature_160,feature_168,feature_178,feature_182,feature_189,feature_201,feature_207,feature_213,feature_219,feature_223,feature_227,feature_233,feature_244
6,6,,-1.553697467,2.590224028,1.020865321,-1.130492568,-0.729234338,-0.244669378,-2.551949024,-2.329817295,1.052849889,-0.122677699,-2.049937487,-0.202039465,-0.071960315,1.028183103,-0.948402822,-2.074864626,-1.360678315,1.399186254,1.385758281,1.016911864,-0.025918445,-1.921752691,1.499556065,0.086916678,1.745245457,-1.124525905,-0.962432742,-1.857682347,-0.816612005,1.50861752,0.76244998,1.19730556
6,6,,-1.18921721,2.157541752,1.609081507,0.400080174,-1.41217804,0.146800071,-1.213846564,-1.510537982,0.928350151,-1.502257586,-0.193421662,0.284438193,1.300168157,-1.21150744,-2.944290638,-0.684148073,-1.499885082,-0.436458915,1.553063989,1.886204243,-0.603249192,-1.507804394,0.861851692,-1.394471765,-0.998544037,-0.326502591,-0.527279854,-1.366037488,-1.774859667,3.678627014,1.769960284,1.895732164
13,13,,-1.064009547,0.409369141,1.411096931,-1.033084273,-0.304044604,-1.582260251,-3.021798134,0.023040516,-1.143031597,0.609419227,-2.230997324,-0.205169171,1.765415907,1.011872649,-2.691942453,1.653349996,3.418008089,1.228623152,0.066468976,0.985405505,1.251214147,-1.234838605,2.368746042,-0.59594804,-2.188997507,-0.345449328,-0.862023413,-0.990781665,2.385394573,1.276199102,-3.768992662,0.230678558
13,13,,-0.307031751,0.293933541,1.684730649,-1.713256121,-0.233190894,-1.484307289,-3.59416008,0.876173139,-0.037130523,1.351451516,-1.923372626,0.145596161,1.357903481,1.638772726,-3.076218843,1.481467724,2.601448536,0.41614145,-0.411966443,0.758076608,1.695151567,-1.384033084,1.307416797,0.28371045,-1.16211915,-1.079466224,-1.611312628,-0.375633955,2.746646643,0.884938657,-3.29289794,0.476505727
13,13,,0.776549757,1.070125937,2.094079494,-3.826978207,-0.777086139,-2.660866976,-2.10893774,0.941241801,1.688295007,1.369201183,-2.273247242,-0.455538154,1.932905316,0.105900213,-4.633483887,1.739355803,0.947694898,1.526213408,-3.182028532,0.372947395,0.739056647,-3.298495293,2.073242903,0.394411325,0.614784718,-0.224806666,0.48982504,-4.419837475,2.296206236,1.247350454,-2.805642366,-2.45826745
13,13,,-0.060910925,-0.314208776,0.796787918,-3.838047028,-1.991277099,-1.721473217,-3.984377861,0.18595238,0.874833107,1.342724681,-2.086155891,-0.6760934,1.178651094,0.626168668,-3.339125633,1.908089519,1.387780905,1.014913797,-2.642572641,0.713062525,0.782651842,-1.432688236,1.807208538,-1.082599401,1.129302382,0.15267162,0.664748967,-3.395159245,2.153525352,0.8626647,-1.252371788,-2.363844156
13,13,,-0.517008662,0.781916738,1.038945079,-1.839368701,-0.957348287,-3.614067316,-3.075876236,0.728601933,2.423084974,0.931217551,-1.382784009,-0.7525267,2.750191927,0.212745458,-1.723112583,2.533199787,-0.103906095,0.969200134,-1.704354286,1.61269486,0.915338933,-1.356856227,1.556455493,-1.007237196,0.123803951,-2.448816299,2.174814939,-3.582100391,1.437462687,1.693159938,-0.766085327,-1.277717829
13,13,,-0.051062133,0.618126392,1.90948534,-2.351925611,-1.686468601,-2.777291298,-2.164274454,-0.002362467,1.087676644,1.044188619,-1.744756699,-0.153243244,0.537150145,2.772830009,-3.926357269,0.339352071,2.242484093,-0.93429786,-2.649231434,0.692646503,0.805839777,-2.593343735,2.172816515,-1.282159328,-0.842250288,-0.437908143,-0.020915296,-3.343523741,1.61414969,1.216835618,-3.898810863,-0.558030009
13,13,,-0.876980722,0.661364615,1.245560527,-2.03459239,-1.454915166,-1.794164658,-1.845661283,-0.171244279,1.400589824,0.84174633,-1.546976686,-0.669677615,0.831928372,1.0315516,-1.703238487,0.240019038,1.803041101,-0.860534787,-2.166201115,0.573192716,0.938741267,-0.526371181,1.717611432,-0.435529262,0.084179632,-0.688711703,0.432000488,-2.761545897,1.372155428,-0.073289491,-2.311753273,-1.178725362
13,13,,1.041623712,0.76240617,2.43947196,-2.51473546,-3.174875975,-2.19876647,-0.772312641,0.855152369,0.817091107,0.253616214,-2.819913149,-1.845753551,3.677331209,2.786206961,-0.316246241,2.672045946,3.519424438,0.202153042,-3.490558386,0.630120695,2.693156958,-1.906327844,1.383717299,-1.637715697,1.633832097,1.567156792,1.857901335,-3.811911106,3.015364408,-1.19696331,-3.062501907,-2.822121382
4,0,,-1.374940157,0.960715115,-0.062170804,-0.345881462,0.952024937,-1.486563444,-0.2109458,-1.408124089,3.926573038,1.007862926,-1.393917084,0.699996114,1.983289957,-0.316756368,-1.596712112,-0.766541064,-2.241838694,-0.858804286,1.067997694,3.037710428,-1.347939968,-0.80140698,0.657596231,-0.504964113,0.509571791,-1.882127166,0.34601742,-1.835868359,-0.083701819,4.946077824,1.045424581,0.779004097
4,6,,-0.925281644,0.526645541,0.50404495,-0.867192864,0.673336983,0.513974667,-2.41191411,-1.836119533,0.111688487,-0.828518391,-0.29008916,-0.789902627,-1.524407506,-0.702628195,-2.892810822,-0.672103167,0.583650172,-0.737012625,-0.596377611,0.489125103,0.271897286,-0.372095376,0.637258112,-0.892695069,-0.358957618,0.180331528,1.315305948,-0.654999793,0.313161075,2.725319386,0.331633091,0.153852433
4,4,,-1.736853242,1.116300821,0.56556356,-0.716667891,0.940592647,2.664466619,-1.59003377,-2.652181864,0.668412447,-1.60633862,-1.524281025,1.895996332,1.366559267,-0.308087409,-0.225363806,-2.765177727,-0.176160991,-0.799407959,2.929569006,2.075870752,-1.42497611,-0.274833947,4.215279579,-0.644983411,-1.768363953,-2.150661707,0.708524168,-0.353062481,-0.769214213,3.031107187,2.595139503,0.834761858
4,4,,-0.072408758,-0.275517702,1.627168536,0.38565129,0.170583457,0.65745455,-0.908369839,-0.879653037,0.8162117,-0.745967388,0.404791564,2.998526096,-0.208809286,-1.505127072,-0.789109588,-3.684766531,-0.481175959,-1.276832342,1.790167212,3.621304035,-1.323192835,-0.22645773,0.598440707,-2.470043659,0.193083376,-0.355668902,-1.409319639,-1.452574492,1.16089654,4.837615967,1.672700405,4.907935143
4,6,,-1.245319128,-0.520407438,2.207758665,-0.357086837,1.224767923,-0.36338526,-0.53116858,-0.929302096,2.43663764,-0.328139067,-0.562728167,-0.266028106,0.778810263,-0.503192544,-1.795960903,-1.023599267,-0.647025645,-0.146557808,0.142696276,2.223801613,-1.247308373,-1.121576548,1.522060275,-1.671026707,-0.49148795,-1.268776655,-0.213984609,-2.41451335,0.741925001,2.967692375,0.576789021,0.671962738
4,4,,-0.842063844,0.03730787,0.23511906,0.372947365,-0.655914247,1.540046811,-3.061699152,-1.265989304,0.408235133,-0.973865867,0.333848,1.917135239,0.024282267,-1.466531396,0.268911719,-1.572447538,-0.57185632,0.43552956,0.330210805,1.874063492,-0.993891835,0.635971367,1.004935622,-0.879989684,-0.172942594,-0.568046808,0.387971401,-0.124605089,2.435932398,2.895723104,2.339385748,2.90099144
4,4,,-0.63764894,0.572618961,1.413121462,0.420768648,-0.612579703,1.931629419,-1.607530713,-1.007516742,-0.428881139,-2.163777351,-1.131859779,1.723350644,0.974386871,-1.641991735,-1.018407106,-1.045002699,0.681790709,-0.478741795,-0.475162923,2.18844533,-1.925786018,-0.814486265,1.912482619,-1.37891686,-1.124581099,-0.155931309,1.210953355,-0.453305334,0.891358078,3.158249378,2.195563078,1.605290294
4,4,,-1.070385814,3.427345276,1.539963722,2.670585632,-0.567102492,-0.372422367,-0.543184817,-2.571152687,2.753143787,-1.055887938,-0.423588902,0.462663531,-0.015969694,-1.275925517,-0.903893352,-2.745120525,-1.746492147,-1.047819376,1.629891753,2.415062904,-1.221219659,-1.893063426,0.656077266,-1.549409151,0.204179868,-0.371754378,-1.234882951,-1.480220079,0.483478725,3.368038416,0.960197091,2.919348478
4,4,,-1.282818317,0.081636824,1.978752017,0.980182886,0.5546332,1.257368684,-1.801724911,-1.749723792,0.201357201,-2.659210205,-1.312373877,0.719811916,0.522679448,-0.881237745,-0.600003958,-1.951726437,0.036476169,-0.000439447,1.038156152,2.462281227,-1.250946045,-1.537733436,2.348933458,-1.736882448,-1.89799583,0.204730853,-0.510163486,-1.152549982,0.733230591,4.372450352,2.452112675,2.942819595
4,4,,-2.12159729,1.458505034,1.100893617,-0.473864645,0.56105423,2.196356773,-0.499620736,-1.827337146,1.51496017,-2.596397161,-0.832270026,0.533168018,1.54368937,-0.144930869,-0.572564244,-1.303560495,-0.518084645,0.358074993,1.610760212,1.713269949,-1.017216682,-3.527657509,2.078529358,-0.870932937,-0.619793952,-0.98747009,1.164710522,0.64338249,-1.761247277,1.577768922,1.359091163,0.755067945
4,4,,-0.363956243,2.188148022,1.341808796,-1.710469007,0.947669625,2.533410072,-2.515622139,-1.537658691,0.260942996,-1.970752954,-0.144097582,1.305172682,0.277880788,-1.322270155,-0.502002776,-1.474871874,-2.079904079,-0.381899089,0.654972613,1.532820225,-1.196241021,-2.112883568,2.395892382,-1.043136954,0.787841916,-1.863422275,-0.029379139,0.975805581,-0.116947606,2.131478548,2.2333498,-0.350092709
4,4,,-0.189532384,-0.17607291,1.83114028,-0.996382296,1.604927778,2.103149176,0.295534194,-2.162510395,1.007041097,-2.319696665,-0.66150862,2.382626534,0.159979403,-1.345543385,-0.116822243,-3.865279436,-0.88280499,-2.759012699,1.151964545,1.894755602,-2.185188055,0.041350491,4.143928528,-1.022293568,-0.825824082,-0.960005462,0.707074404,-1.017586708,0.440033585,2.982376814,0.35086441,0.551814914
4,4,,-1.005465031,-0.082758307,1.674802303,-0.57389468,2.133045197,3.223923922,-1.150572419,-2.448879719,0.623391509,-2.480872631,-0.758065462,0.890427589,0.01171001,-2.058148384,0.251787066,-2.630829811,-0.135673076,-1.172819614,0.966328263,2.287219763,-1.118561745,0.039628625,4.034861565,-0.672200203,-0.840143204,-0.851498127,1.550125837,-0.335571229,0.048711985,2.151099682,1.10936451,0.766153753
4,4,,-1.093414307,-0.233330145,-0.159777299,-1.228645802,-0.800499976,1.03696239,-1.843236089,-1.488061309,0.304549932,-1.665531516,-0.600792944,0.477451026,0.569001853,-0.706385732,-1.60530293,-1.783409357,-0.665479124,0.450149596,0.45946309,1.15875423,-0.864274681,0.029763687,1.506310582,-1.218787909,0.364321619,-1.151363015,1.386337042,-1.013202429,0.235948533,1.697443485,3.144983292,0.086150721
4,4,,-0.193975657,0.091371335,1.430184484,0.631159425,0.604456425,4.639641762,0.969970584,-2.256447315,1.812981725,-1.670255899,-1.793779135,2.379459381,0.583481848,-1.513494492,1.85374999,-2.372960806,-0.696034968,-2.257560253,0.565922737,2.320250273,-0.718319416,0.036524512,3.9645226,-0.720983386,0.658871114,0.809730649,-0.282131642,-1.684827805,-0.226933286,3.528532743,0.781551182,1.01094687
4,4,,-1.45328474,0.748806655,1.284436226,-0.125590295,0.870927751,-0.534634471,0.137273997,-0.432950288,2.540261745,-0.147757635,-0.268364161,0.224307805,1.144828558,-1.355444431,-3.48081851,-0.900267661,-1.091174006,-1.108881474,0.913571954,3.533104897,-1.145875096,-1.045500278,1.708534002,-1.132794976,-0.003360766,-1.21437943,-0.482110381,-1.223471045,0.461988091,3.957399607,0.576480627,2.523931265
6,6,,1.312923551,-1.567963958,2.731243849,-0.963656485,-1.290086508,0.401344508,-0.378352702,-1.50158155,0.728824258,-0.472003043,-2.336243629,1.072728753,1.801472068,0.422491729,-1.351023912,1.942609787,-0.102744944,2.711332798,1.758524656,1.82303822,0.575990021,1.787935615,-0.02655375,-2.538565636,0.459099591,-0.976474822,-0.939449251,-0.007572873,1.902205706,3.188115835,2.183467627,1.225034118
6,6,,0.567672133,-0.822739899,1.400894761,-0.727838159,-0.672475159,1.120857477,-0.266255349,-1.346589923,0.724314988,0.183068544,-0.761382639,1.308041215,0.325304419,-0.194680274,-0.582711577,0.893753409,-0.690435886,0.990990698,0.9169572,2.167129993,0.892224908,1.813396454,1.431555629,-0.850256681,0.949194491,-1.234966755,-0.677380085,-0.388059616,0.721290231,2.213955164,0.48592031,2.125603676
6,6,,0.4589957,-1.731641889,1.386551023,-0.993678153,-1.68501544,0.043755341,-0.763174474,-0.75183171,0.307978332,-0.170762584,-1.298567772,0.763368249,0.165949717,0.789847493,-0.871759176,1.261051416,0.281185269,1.673905373,-0.198455945,1.790818095,1.218422174,2.161523581,-0.052124038,-1.428388476,1.986396909,-0.121760599,-0.649731576,-1.073290229,0.605579913,1.341201901,2.035721064,1.176027179
6,6,,1.46981132,-1.788437247,3.823608398,-0.515933812,-2.143939018,1.428158641,0.00449915,-2.126936674,0.140568703,0.015945857,-2.078018188,1.412048936,1.56953609,0.844944835,-0.891475976,2.207029104,0.157639429,2.006323576,1.599742174,0.474606216,0.579036653,0.797568977,-0.092666328,-1.146513343,2.487380028,-1.009949923,-2.480965376,0.568839729,1.334361911,3.095878839,1.37558949,0.222823307
6,6,,0.204449445,0.736197233,1.409874678,0.804626405,-1.043805122,0.819498062,-1.0694561,-1.254525185,-0.366776317,-0.311908275,-0.22650665,1.87969327,-0.146886423,-0.429461807,-1.300555229,-0.298976302,0.14137575,0.33241421,0.505043268,2.052621365,-0.668799698,0.271142244,0.400555581,-0.735687673,0.848969877,0.399164706,-2.206899166,-0.564369798,0.513949692,1.473516226,1.80970037,2.857725382
6,6,,2.367625237,-0.699442804,3.098286867,-0.723194838,-1.813930511,1.226194024,-0.309455931,-2.261736155,0.114720359,-0.719223082,-1.742351174,0.334977031,1.39690876,0.182042718,-1.002174854,1.696406126,-0.066187158,3.002958298,1.128291726,1.789168835,0.520847023,-0.177185237,0.18658936,-1.112659693,1.705714822,0.52116251,-1.345574141,-0.719228089,1.392483115,2.522391558,1.686136246,0.480133623
6,6,,1.718608379,-0.908269525,3.350482941,-0.027791457,-1.569373012,2.23813343,1.507491827,-3.806633472,1.129292011,-1.048448443,-1.861080289,3.243209362,1.121651173,0.016722068,-0.283245832,-1.241317987,-1.078327656,0.058864947,0.20255205,0.565193057,-1.426766038,1.484803796,1.862940073,-1.76979363,1.050251007,0.311106116,-0.538752913,0.708428204,-0.103592627,1.258051753,1.222816706,2.325720549
6,6,,0.230726764,-0.280696303,2.268172264,-0.208532244,-0.95898813,0.229752392,-1.266206622,-2.26087451,0.634428322,-0.239393756,-1.416914463,-0.384709328,0.426851183,2.280941725,-0.279019088,1.943236828,0.618563354,2.731208324,0.482560426,0.13875778,1.495614767,-0.207840279,0.383396834,-2.923985958,1.104485512,-0.728095651,0.982849479,1.284794331,-0.066068314,1.937530398,0.791758895,1.475359559
6,6,,-0.361343801,1.680495381,1.405322671,1.412626624,-1.741299987,0.464359373,-1.604163289,-1.822357535,-0.20263429,-0.898047388,-1.580906868,2.099070311,0.85887605,0.093741246,-0.898536563,-0.741093636,-0.704539239,0.72863394,1.186794281,1.728468537,-1.754451752,-1.472178102,0.620996952,-1.149111629,0.153547838,0.034246173,-2.414469481,-0.446578979,1.005219936,3.276329517,2.018102407,3.294412613
6,6,,2.795069933,-0.408580065,2.958784103,-1.949073076,-1.575542808,0.001394552,-0.891375124,-2.062978268,2.041463137,-0.026136717,-1.46039629,1.966155767,1.382013917,1.843724251,0.176224262,-1.209222078,-0.03032244,2.337798119,2.039780855,2.09273386,1.870551109,1.537551761,1.047664404,-1.988184094,1.678697467,-2.136135101,-1.40008831,-0.455343932,0.764561951,0.89058286,-0.228679851,2.098346472
6,6,,0.853099108,-0.483117253,3.110839367,0.131695643,-1.124386668,1.431828976,2.484282732,-2.368616343,3.385069609,0.219414726,-2.386079073,1.903762817,2.911668539,2.338922262,1.545945883,1.951684117,0.451542795,1.9739182,1.629215598,0.78515321,-0.107447162,-0.768170416,1.334004879,-1.378351212,2.597963095,-0.969251275,0.623647988,1.405296803,-2.097229242,1.932605863,0.086885221,1.119327068
6,6,,1.401837707,-1.750992298,2.28730154,-0.2971977,0.609512448,1.920681953,-0.005421131,-2.063979626,0.611297309,0.454211831,-2.136776924,2.03206563,0.440827429,1.129981041,0.180227667,-1.632978678,1.186820745,0.321189314,2.750906467,2.117782593,1.085249662,2.275116444,1.828224659,-0.781852424,-0.036694963,-1.86476171,-0.77003628,1.567643404,0.904537737,2.705660105,0.33978489,2.424673796
5,5,,-1.932678938,1.521304965,1.069657803,-0.492316812,2.724141121,-2.196311712,-1.120680928,-0.553382695,-1.809182405,0.789717078,-0.179458559,-0.56643939,-0.448605716,-1.051685214,-2.771206141,-0.428614974,1.891950607,0.3205446,0.350799561,1.256465554,-1.364841461,-3.514710426,1.397490144,-0.083960593,-2.486247063,-2.480311394,0.177693307,-2.214428186,0.60003823,0.628258467,-4.863213539,1.37876606
5,5,,-1.148839593,-0.437642366,-0.239309773,-0.60468936,1.241338015,-1.257321954,-2.793602228,1.350953698,-2.334728479,0.974458456,-1.053198099,-0.360319793,-1.243946552,0.908271134,-2.516919851,0.894950151,3.286123753,1.580308557,-1.2762357,0.503093064,0.912283421,-2.762442112,3.111037731,-0.441705525,-2.876577616,-0.618038177,-0.772092044,-2.711142063,0.401816934,0.913610101,-4.457874298,1.167462349
5,5,,-2.239155531,0.182841122,-1.369162083,-0.199441031,2.533209324,-1.578533649,-3.168880939,1.317314982,-1.455832481,1.196131349,-1.504605055,-0.791748345,-0.300558984,1.14543128,-2.549077272,0.416365892,3.135316133,1.725463629,0.571389437,3.168073654,0.086308323,-4.210089207,3.001788139,-0.483408421,-2.633388758,-2.049854755,-0.342406809,-1.54754591,-0.366567671,1.140430927,-4.461553574,1.730735064
5,5,,-0.585509956,2.33841157,1.01005137,-3.308252573,1.44498682,-3.07768178,-2.891166925,0.357859105,2.097226858,1.109536767,-1.349404335,-1.380679965,1.519498944,1.46734345,-3.874798059,0.414996803,-1.061060309,-0.793314755,0.502244174,3.361646652,0.090203501,-3.909471512,2.232414961,-0.492400199,-0.613009095,-2.372282982,1.015420675,-2.805108309,0.346423268,1.742390871,-0.44626075,-0.642594278
5,5,,-0.715416074,1.023453593,0.767811537,-1.630239248,1.373998523,-1.127661467,-1.464472055,1.71921432,-0.154753447,-1.314538002,-1.059068084,-0.370534837,0.629846692,-0.664372444,-2.480793953,2.31230998,2.314517975,-0.491951942,-1.512525439,2.214127779,0.435500413,-3.932480812,3.707121134,0.029891342,-2.742796898,-2.753640413,0.883715332,-1.829436064,0.101923481,0.742649436,-4.901068687,-0.120612442
5,5,,-1.996191978,1.056790352,-0.243860692,-1.009757876,1.976365685,-2.94114995,-2.894543171,0.646374881,-0.791380644,0.152939796,-0.778518796,-2.230208397,-0.058373254,2.347848415,-2.265511036,1.995150805,2.867521524,0.530689597,-1.153568268,1.570857167,1.664396405,-3.744666338,3.373140335,-0.780894399,-3.794377565,-2.317611933,1.47533524,-2.326083899,-0.368832588,0.839482129,-5.635037422,-0.32795018
5,5,,-1.780226469,-0.553745508,1.34850955,-2.042093039,1.510834575,-2.019230127,-1.611680746,1.299627781,-1.738785386,0.828982949,-0.499328256,-1.187995195,2.278167963,2.012905598,-2.738276482,1.573834062,1.076596856,0.521223009,1.023154259,2.719170332,0.69479984,-2.002091408,2.206383944,-1.388153791,-1.648840427,-2.52362895,-0.890029907,-1.925216794,0.395711482,1.038116455,-1.846645355,0.673353255
5,5,,-1.489001751,0.504768968,-0.328508615,-1.408269405,1.262611628,-0.424557865,-0.862622142,1.589802027,-0.439835727,-1.260106444,-1.626157761,-0.375717491,0.516260207,0.13941513,-3.085073948,1.85413909,3.264773607,0.391977012,-1.316776752,2.737099409,1.536385059,-4.817109108,3.831658602,0.280083269,-2.593181849,-2.605331898,0.221977979,-0.387475818,0.014907967,0.780785739,-4.514352322,0.363396555
5,5,,-0.914845705,1.313251734,-0.138306022,-1.57308507,1.058475614,-0.343097419,-2.293973684,1.716851592,-0.521621466,0.275895387,-0.775231779,-1.105335236,-0.148572415,0.425156802,-2.617840052,1.402273774,1.338064551,0.942346454,-0.712486148,1.917197704,1.832474232,-4.237864971,3.624638557,-0.70039475,-2.663580418,-1.391792417,-0.002255209,-3.087700605,0.092748985,-0.023434475,-4.271199226,0.49493885
5,5,,-0.609258711,1.058302164,0.029145923,-1.959407806,2.177743435,-0.89296478,-1.988263488,2.513317108,-1.284631491,-0.608165801,-0.499158651,0.024475012,0.336093694,0.13284646,-3.971293211,1.439103246,2.725210905,-0.113407575,-1.761625409,1.99075973,1.257037163,-5.116463661,4.259557724,0.154671282,-4.048671246,-1.512250304,0.214155674,-1.287013769,0.450890601,0.312417328,-5.70925808,0.053658385
